Hid,State,City,Category,Alcohol,Hotel Name,Address,Start Date,Expiry Date,Total Rooms
754,Gujarat,Dwarka,4 Star,Without Alcohol,VITS Devbhumi Hotel,"Okha State Highway, Near Ravla Lake, Opposite Post Office",30/03/2020,29/03/2025,57
755,Gujarat,Gandhidham,4 Star,Without Alcohol,Radisson Hotel Kandla,"A Unit of RAJVEE RESORTS AND HOTELS PVT.LTD) S.NO.681, OPP: RAMBAGH WATER TANK, NR. RLY CROSSING, GALPADAR, GANDHIDHAM (KUTCH) PIN-370201",29/12/2020,28/12/2025,115
756,Gujarat,Gandhidham,4 Star,Without Alcohol,Ramada by Wyndham(A Unit of BDH Hotel And Resort),"Survey No.496-P-35, Shinay Gandhidham",20/01/2021,19/01/2026,56
757,Gujarat,Gandhinagar,4 Star,Without Alcohol,NARAYANI HEIGHTS,"NR.APOLLO HOSPITAL,AHMEDABAD-GANDHINAGAR ROAD,BHAT, AHMEDABAD-GANDHINAGAR.",9/3/2021,8/3/2026,111
758,Gujarat,Jamnagar,4 Star,Without Alcohol,HOTEL FORTUNE PALACE,"DIGJAM CIRCLE, AIRPORT ROAD, JAMNAGAR",1/4/2022,31/03/2027,45
759,Gujarat,Jamnagar,4 Star,Without Alcohol,HOTEL SHREEJI,"HOTEL SHREEJI, KRISHNARAJ BUILDCON, NEAR AMBAR CROSS ROAD, INDIRA GANDHI MARG, JAMNAGAR-361001",6/12/2021,5/12/2026,60
760,Gujarat,Jamnagar,4 Star,Without Alcohol,Lords Inn A Unit of Tulsi Enterprise,"Revenue Survey No.177, Plot No-3, Jamnagar Khambhaliya Highway, Moti Khavdi, Jamnagar",14/12/2021,13/12/2026,58
761,Gujarat,Jamnagar,4 Star,Without Alcohol,"The Fern Residency, Unit of JCR Cinema Private Limited","Survey No. 612, Theba Chokdi, Jamnagar Dwarka Bypass Road",24/08/2022,23/08/2027,49
762,Gujarat,Junagadh,4 Star,Without Alcohol,BELLEVUE SAROVAR PORTICO,"BELLEVUE SAROVAR PORTICO, RAILWAY STATION ROAD, JUNAGADH, GUJARAT - 362001, LANDMARK - NEAR JUNAGADH RAILWAY STATION. ",1/9/2020,31/08/2025,81
763,Gujarat,Kevadiya,4 Star,Without Alcohol,Sardar Sarovar Resort,"Plot 26-32, Opp Kevadiya Railway Station",20/04/2022,19/04/2027,169
764,Gujarat,Morvi,4 Star,Without Alcohol,"The Fern Residency, Morbi","Pacific Business Park, 8-A, Kandla National Highway, Mahendranagar, Morbi",16/03/2021,15/03/2026,51
765,Gujarat,Pardi,4 Star,Without Alcohol,REGENTA CENTRAL HARSHA,"Harsha Multiservices Pvt Ltd. S.No.292, Paiki 11, Plot no.3, Opposite Raymond Factory, National Highway 48, Village Khadki, Taluka Pardi, District Valsad-396185, State Gujarat.",22/12/2020,21/12/2025,57
766,Gujarat,Rajkot,4 Star,Without Alcohol,THE FERN RESIDENCY ,DELUXE CINEMA CHOWK KUWADAVA ROAD ,18/02/2020,17/02/2025,69
767,Gujarat,Vadodara,4 Star,Without Alcohol,Hotel Express Towers,Express Hotels Pvt Ltd RC Dutt Rpad ,25/01/2022,24/01/2027,65
768,Gujarat,Vadodara,4 Star,Without Alcohol,"Tara Suns, Unit of Shree Ram Krupa Enterprise","Behind Yash Complex, Besides Sonal Park, GERI Road, Gotri",7/1/2022,6/1/2027,22
769,Gujarat,Veraval,4 Star,Without Alcohol,The Holiday Resorts,"National Highway no. 8 D, Somnath Bypass Road, Prabhas Patan(Veraval)",17/09/2020,16/09/2025,59
770,Kerala,Alappuzha,4 Star,Without Alcohol,CAMELOT HOTEL,"NH 47 (NH 66) Pathirapally PO, Alappuzha",20/12/2018,19/12/2023,24
771,Kerala,alleppey,4 Star,Without Alcohol,HOTEL BONANZA,"NH 66,MAIN ROAD,PARAVOOR JUNCTION,ALAPPUZHA",28/12/2018,27/12/2023,26
772,Kerala,Attingal,4 Star,Without Alcohol,Hotel Pearl Palace,"Royal Tower, Mamom, Kizhuvilam (Post), Attingal, Trivandrum",27/09/2022,26/09/2027,11
773,Kerala,Calicut,4 Star,Without Alcohol,Hotel Emperor ( A Unit of Adivaram Leisure Hotels LLP ),"Ambayathode, Thamarassery, Kozhikode",13/12/2019,12/12/2024,10
774,Kerala,Calicut,4 Star,Without Alcohol,Hotel Sree Ram ( A Unit of Murugeshwara Ventures LLP),"B.P BUILDING, P.C. JUNCTION, MUKKAM, KOZHIKODE - DIST ",22/09/2021,21/09/2026,11
775,Kerala,Calicut,4 Star,Without Alcohol,Vascodagama Beach Resort,"Chemmanchery Village, Kappad p o, Calicut",15/03/2022,14/03/2027,49
776,Kerala,Changanassery,4 Star,Without Alcohol,NEW YORK SQUARE,"KOTTAMURI, TRIKODITHANAM, CHANGANACHERRY, KOTTAYAM",7/1/2022,6/1/2027,11
777,Kerala,Cherthala,4 Star,Without Alcohol,HOTEL ABAAM PEARL,"N.C.C. Junction,Kuthiyathodu,Thuravoor,Cherthala,Alapuzha ",25/07/2019,24/07/2024,11
778,Kerala,Ernakulam,4 Star,Without Alcohol,ARCTIC HOTELS AND RESORTS PVT LTD,"49-322 A, NH BYPASS, VYTILA PO COCHIN - 682019, KERALA",23/02/2022,22/02/2027,21
779,Kerala,Ernakulam,4 Star,Without Alcohol,Cityinn ,"Bank Road, Aluva",16/03/2021,15/03/2026,12
780,Kerala,Ernakulam,4 Star,Without Alcohol,CORAL REEF,"ST.BENEDICT ROAD, OPP. NORTH RAILWAY STATION,COCHIN",9/7/2018,8/7/2023,48
781,Kerala,Ernakulam,4 Star,Without Alcohol,FLORA HOTELS AND RESORTS INDIA PRIVATE LIMITED,"Opp:International Terminal- Kochi Airport,Nedumbassery,Nayathodu(PO),Kochi-683572",4/9/2018,3/9/2023,60
782,Kerala,Ernakulam,4 Star,Without Alcohol,Hotel Abaam Chelsea (A Unit of Abaam Hospitality Pvt. Ltd),"Sea Port â€“ Air Port Road, Kakkanad, Near Bharath Matha College, Ernakulam",16/03/2021,15/03/2026,26
783,Kerala,Ernakulam,4 Star,Without Alcohol,HOTEL KINGS EMPIRE (A Leased Property from Ozone Ventures),"HOTEL KINGS EMPIRE (A Leased Property from Ozone Ventures), St Benedict Road, Ernakulam North, Ernakulam 682018",30/03/2020,29/03/2025,24
784,Kerala,Ernakulam,4 Star,Without Alcohol,HOTEL TRIBUTE ROYALE,"HOTEL TRIBUTE ROYALE (A property obtain on lease by the firm T M Kuruvilla & Company from Jacob T Kuruvilla), 6-65A, NH 66, Kannadikkadavu, Maradu PO, Ernakulam. 682304",30/03/2020,29/03/2025,20
785,Kerala,Ernakulam,4 Star,Without Alcohol,HOTEL WHITECITY,"SOUTH NALUVAZHY, NORTH PARAVOOR, ERNAKULAM DISTRICT",24/08/2018,23/08/2023,21
786,Kerala,Ernakulam,4 Star,Without Alcohol,North Seven,"Paramara Road Ernakulam - North Ernakulam,Kerala",15/03/2022,14/03/2027,41
787,Kerala,Ernakulam,4 Star,Without Alcohol,Pukkattupady Hotels and Resorts Private LTD,"X613 A, 613 B, Pukkattupady -Post Ernakulam -District Kerala Ernakulam",23/06/2022,22/06/2027,10
788,Kerala,Ernakulam,4 Star,Without Alcohol,RAAS RESIDENCY,"113524, NEAR THOPPUMPADY JUNCTION, THOPPUMPADY, ERNAKULAM, ",30/11/2022,29/11/2027,10
789,Kerala,Ernakulam,4 Star,Without Alcohol,ROYAL RESIDENCY - A unit of Royale Residency,"INFOPARK ROAD, KAKKANAD, KOCHI Ernakulam",12/2/2019,11/2/2024,47
790,Kerala,Ernakulam,4 Star,Without Alcohol,Silvertips [E.V.M.HOTELS PRIVATE LIMITED],"Kozhippilly P.O.Kothamangalam,Ernakulam Dist",24/07/2019,23/07/2024,29
791,Kerala,Ernakulam,4 Star,Without Alcohol,SPAN INTERNATIONAL,"RAJAJI ROAD ,ERNAKULAM, KERALA",24/12/2018,23/12/2023,39
792,Kerala,Ernakulam,4 Star,Without Alcohol,SUGAR ARYABHANGY BUSINESS HOTEL,"NH BYPASS, NEAR INTUC JUNCTION NETTOOR, MARADU,",9/10/2019,8/10/2024,41
793,Kerala,Ernakulam,4 Star,Without Alcohol,THE AVENUE CENTER HOTEL,"PANAMPILLY NAGAR, ERNAKULAM",5/2/2022,4/2/2027,20
794,Kerala,Ernakulam,4 Star,Without Alcohol,THE BLUEMOON RESIDENCY,"(A UNIT OF NEW MATHA RESIDENCY), ATLANTA COMPLEX, ALUVA-MUNNAR BYPASS ROAD, KOTHAMANGALAM, KOCHI",30/07/2019,29/07/2024,10
795,Kerala,Ernakulam,4 Star,Without Alcohol,The Times Hotel,"2nd Floor, Thuruthummel Prime Building, Infopark Road, Kusumagiri P. O., Kakkanad, Cochin",8/4/2021,7/4/2026,18
796,Kerala,Ernakulam,4 Star,Without Alcohol,VKJ INTERNATIONAL,"AM ROAD, PERUMBAVOOR",16/03/2021,15/03/2026,14
797,Kerala,Ernakulam,4 Star,Without Alcohol,VKL Leisure Inn ,"VKL Leisure Inn Road,Near Nairs Hospital,N.H.By Pass Road,Kochi",5/4/2019,4/4/2024,51
798,Kerala,Idduki,4 Star,Without Alcohol,HOTEL CINNAMON THEKKADY ,"Opp.Holiday Home, Kumaily P O ,Idukki, Pin :-685531 Idduki",13/08/2018,12/8/2023,84
799,Kerala,Idduki,4 Star,Without Alcohol,"Lemongrass Inn, Rajakad","Rajakad P O, Idduki ",22/07/2019,21/07/2024,21
800,Kerala,Idduki,4 Star,Without Alcohol,Terrace Greens - A Sterling Holidays Resort,"Chinnakkanal Village, Chinnakkanal Post, Munnar, Idduki Idduki",28/02/2022,27/02/2027,76
801,Kerala,Idukki,4 Star,Without Alcohol,HOTEL WOOD NOTE (A Unit of Southern Heritage Pvt. Ltd),"Thekkady , Idukki Dist. ",24/08/2018,23/08/2023,28
802,Kerala,Idukki,4 Star,Without Alcohol,Vee Tee Midtown ( A Unit of Adimaly Hotels and Resorts Pvt Ltd ),"15-1113,1114, Vee Tee Tower , Adimaly",29/04/2019,28/04/2024,15
803,Kerala,Kannur,4 Star,Without Alcohol,HOTEL EMPEROR,"A UNIT OF LOCANDA INTERNATIONAL LLP, VAIDHYAR PEEDIKA-AIRPORT ROAD, MELE CHOVVA- KANNUR",12/12/2019,11/12/2024,10
804,Kerala,Kannur,4 Star,Without Alcohol,HOTEL HORIZON INTERNATIONAL ,"MOTTAMMAL MALL ,CHIRAVAKKU,TALIPARAMBA,KANNUR ,670141 ",15/03/2019,14/03/2024,36
805,Kerala,Kannur,4 Star,Without Alcohol,Well View Residency,"Near Muthappan Temple, Parassinikadavu,Kannur.",25/03/2022,24/03/2027,31
806,Kerala,Karunagapally,4 Star,Without Alcohol,Amrit Regency,"Thodiyoor North P.O.,Karunagappally, ",15/06/2021,14/06/2026,11
807,Kerala,Karunagapally,4 Star,Without Alcohol,MEMORIES INN,"NH66,KS Puram,Puthentheruvu,Karunagappally",19/04/2022,18/04/2027,11
808,Kerala,Kochi,4 Star,Without Alcohol,HOTEL EIGHTH BASTION (UNIT OF FORT KOCHI HOTELS PVT LTD),1259 NAPIER STREET Kochi,24/07/2018,23/07/2023,19
809,Kerala,Kochi,4 Star,Without Alcohol,HOTEL HILL HEIGHTS,"KUMARAPURAM.P.O, PALLIKKARA, KOCHI",8/4/2021,7/4/2026,11
810,Kerala,Kochi,4 Star,Without Alcohol,KENT BAYWATCH SUITES,"Kozhikoodu,Junction,Edakochi,Ernakulam Dist.",24/07/2019,23/07/2024,40
811,Kerala,Kochi,4 Star,Without Alcohol,THE CLASSIK FORT,"NEAR GANDHI SQUARE,PETTAH,POONITHURA,KOCHI",24/08/2018,23/08/2023,16
812,Kerala,Kollam,4 Star,Without Alcohol,All Season Ayurvedic Resort,"All Season Ayurvedic Resort, Thangassery, Kollam",12/1/2019,11/1/2024,43
813,Kerala,Kollam,4 Star,Without Alcohol,ANDREA REGENCY,"MANJALLOOR, PATHANAPURAM PO",29/12/2020,28/12/2025,11
814,Kerala,Kollam,4 Star,Without Alcohol,HOTEL GREEN FORT,"SANTHALAYAM JUNCTION, MANAKKARA, BHARANIKAVU, SASTHAMCOTTA",9/6/2020,8/6/2025,12
815,Kerala,Kollam,4 Star,Without Alcohol,S R PALACE THENMALA,"S R PALACE, 40th MAIL, THENMALA P.O., ",16/10/2018,15/10/2023,19
816,Kerala,Kottayam,4 Star,Without Alcohol,DREAMLAND RESIDENCY,"PAMPADY.P.O, KALACHANTHA, KOTTAYAM",30/03/2020,29/03/2025,11
817,Kerala,Kottayam,4 Star,Without Alcohol,ISWARYA TOURIST HOME P LTD,"Azad lane, Thirunakkara ,Kottayam",25/01/2022,24/01/2027,21
818,Kerala,Kottayam,4 Star,Without Alcohol,JOYEES INN,"MANNANAM, NEENDOOR ROAD, KOTTAYAM",25/01/2022,24/01/2027,10
819,Kerala,Kottayam,4 Star,Without Alcohol,RAJ REGENT,"MANARCADU.P.O, KOTTAYAM",30/03/2020,29/03/2025,12
820,Kerala,Kozhikode,4 Star,Without Alcohol,MEDORA HOTEL,"Opposite Stadium,Pavamani Road,Kozhikode.",17/01/2019,16/01/2024,40
821,Kerala,Kozhikode,4 Star,Without Alcohol,YASH INTERNATIONAL,"MAVOOR ROAD , KOZHIKODE",28/06/2019,27/06/2024,32
822,Kerala,Kumarakom,4 Star,Without Alcohol,NIRAAMAYA RETREATS KUMARKOM PRIVATE LIMITED ,"NIRAAMAYA RETREATS KUMARKOM PVT.LT D,SURVEY NO.3005,3006-5,3017-4,3 KOTTAYAM, KERALA ,PIN-686563",11/11/2019,10/11/2024,27
823,Kerala,Malappuram,4 Star,Without Alcohol,Hotel Jaas Continental,"Changaramkulam, Nannamukku P O, Malapuram Dist",10/10/2019,9/10/2024,14
824,Kerala,Malappuram,4 Star,Without Alcohol,Le Moshe Inn,Chelambra Malappuram,30/07/2019,29/07/2024,24
825,Kerala,Malappuram,4 Star,Without Alcohol,LUXORA HOTEL AND SPA ,"A Unit of Corniche Hospitality Private Limited, N H Road, Mamburam.P.o, A R Nagar, Valiyaparamba, Thalappara, Malappuram District â€“ 676306",31/12/2019,30/12/2024,20
826,Kerala,Malappuram,4 Star,Without Alcohol,Rouba Residency Hotels (P) Ltd,"C.V.Junction, Ponnani-Post, Malappuram -District, Kerala, Pin - 679577.",9/10/2019,8/10/2024,20
827,Kerala,Munnar,4 Star,Without Alcohol,DEVONSHIRE GREENS,"DEVONSHIRE GREENS,ATTUKAD WATERFALLS ROAD,PALLIVASAL,P.O.MUNNAR,IDUKKI DIST,KERALA",24/07/2019,23/07/2024,40
828,Kerala,Munnar,4 Star,Without Alcohol,Silvertips [E V M Hotels private Limited],"Old Munnar,Munnar,Idukki District",24/07/2019,23/07/2024,60
829,Kerala,Muvattupuzha,4 Star,Without Alcohol,Hotel Kabani Palace,"Near KSRTC Junction,M.C.Road,",3/4/2019,2/4/2024,15
830,Kerala,Muvattupuzha,4 Star,Without Alcohol,Raj Riveria Hotels,"NH 85, East Kadathy, Market P.O, Muvattupuzha, Ernakulum ",3/4/2019,2/4/2024,14
831,Kerala,Nedumangad,4 Star,Without Alcohol,Hotel Indraprastha (Owned by Hotel Mythri),"Hotel Indraprastha (Owned by Hotel Mythri), Near KSRTC Bus Station, Nedumangad, Thiruvananthapuram 695541",1/9/2020,31/08/2025,10
832,Kerala,NEDUMBASSERY,4 Star,Without Alcohol,Kavala Castle A unit of Aluva Hotels And Resorts,"Building No:318 (1),Paravoor Kavala,Aluva,Ernakulam Dist Pincode-683 108",19/02/2021,18/02/2026,10
833,Kerala,Neyyattinkara,4 Star,Without Alcohol,TVM NEYYAR RESIDENCY LLP,"N.H.47, Alummoodu Junction,Neyyatinkara",20/01/2021,19/01/2026,11
834,Kerala,Palakkad,4 Star,Without Alcohol,NEW HOTEL KOTTARAM REGENCY,"EZHUMANGAD, ARANGOTTUKARA, PALAKKAD DISTRICT",30/03/2022,29/03/2027,12
835,Kerala,Pathanamthitta,4 Star,Without Alcohol,Bhagavath Residency,Elevumthitta,8/3/2020,7/3/2025,11
836,Kerala,Pathanamthitta,4 Star,Without Alcohol,URBAN INN (Owned by KL-3 Urban Inn Pvt Ltd),"URBAN INN (Owned by KL-3 Urban Inn Pvt Ltd), Elavaumthitta PO, Pathanamthitta, Kerala. 689625",30/03/2020,29/03/2025,10
837,Kerala,Perinthalmanna,4 Star,Without Alcohol,VALLUVANAD RESIDENCY,"DOOR NO: 15 236 - i ,(NEAR MELATTUR RAILWAY STATION),MELATTUR PO,MALAPURAM Dt. KERALA - 679326",7/12/2022,6/12/2027,11
838,Kerala,Perumbavoor,4 Star,Without Alcohol,Aaja Tower,"Rayamangalam,Permbavoor, ",3/4/2019,2/4/2024,11
839,Kerala,Sultan Bathery,4 Star,Without Alcohol,Hotel Emperor (A Unit of Sultanbethery Leisure LLP),"Chungam, Sultan bathery District ",2/12/2019,1/12/2024,12
840,Kerala,Sultan Bathery,4 Star,Without Alcohol,Jet Paark Resort Hotel[A unit of Jet Paark Hotels and Resorts],"S.B.T Road,Mullankunnu,Sulthan Bathery.P.O.Wayanad Dist",2/12/2019,1/12/2024,25
841,Kerala,Thekkady,4 Star,Without Alcohol,PEPPERVINE,"THAMARAKKANDOM ROAD,KUMALY, THEKKADY P.O.IDUKKI DIST,KERALA STATE",28/02/2019,27/02/2024,43
842,Kerala,Thiruvananthapuram,4 Star,Without Alcohol,AMBARA SUITES,"T C 91- 811 (1), Venpalavattom Anayara P O Thiruvananthapuram Kerala , Pin -695029 ",29/12/2020,28/12/2025,18
843,Kerala,Thiruvananthapuram,4 Star,Without Alcohol,Avoki Resorts,"Kinfra Film & Video Park Sainik School (PO), Chanthavila Kazhakootam, Thiruvananthapuram ",11/2/2021,10/2/2026,25
844,Kerala,Thiruvananthapuram,4 Star,Without Alcohol,BIVERAH HOTEL AND SUITES,"G.G. HOSPITAL ROAD, KUMARAPURAM, MEDICAL COLLEGE.P.O, THIRUVANANTHAPURAM ",25/04/2019,24/04/2024,38
845,Kerala,Thiruvananthapuram,4 Star,Without Alcohol,HOTEL CENTRAL PLAZA ,"VIII, 1053(1), Opposite Revenue Tower , Nedumangadu, Thiruvanthapuram",29/12/2020,28/12/2025,14
846,Kerala,Thiruvananthapuram,4 Star,Without Alcohol,HOTEL ROYAL PARK,"KUNNATHUKAL, KARAKONAM P O",28/10/2019,27/10/2024,11
847,Kerala,Thiruvananthapuram,4 Star,Without Alcohol,HOTEL SABARI PARK,"POOJAPURA, TRIVANDRUM",20/12/2018,19/12/2023,16
848,Kerala,Thiruvananthapuram,4 Star,Without Alcohol,Hotel Thamburu International,"Aristo Junction, Near Railwaystation, Thiruvanathapuram",22/02/2022,21/02/2027,15
849,Kerala,Thiruvananthapuram,4 Star,Without Alcohol,NAKSHATRA RESIDENCY,"NAKSHATHRA RESIDENCY ,,ATTINGAL ROAD,VENJARAMOODU,THIRUVANATHAPURAM",25/04/2019,24/04/2024,12
850,Kerala,Thiruvananthapuram,4 Star,Without Alcohol,R B Palace,"T B Junction , Neyyattinkara, Thiruvananthapuram ",5/1/2021,4/1/2026,25
851,Kerala,Thiruvananthapuram,4 Star,Without Alcohol,SFS HOMEBRIDGE HOTEL AND SUITES,"SFS Pyramid , Karimanal P O , N H 66 Bypass, Near Techno Park , Trivandrum",1/10/2019,30/09/2024,27
852,Kerala,Thiruvananthapuram,4 Star,Without Alcohol,THE MONARCH HOTELS AND CONVENTION CENTRE ,"Kazhakkuttom - Pothencode Road, Pothencode PO, Trivandrum District , Kerala State , Pin -695584 ",8/8/2022,7/8/2027,20
853,Kerala,Thiruvananthapuram,4 Star,Without Alcohol,Uday Suites,"Kartikeyam,TC 34757, BeachP.O,Shanghumughom Thiruvananthapuram 695007 Kerala ",22/10/2018,21/10/2023,45
854,Kerala,Thiruvananthapuram,4 Star,Without Alcohol,V S C LAGOONA RETREATS PVT. LTD.,",Pozhikkara Beach , Pachalloor P O, Thiruvallom Thiruvananthapuram ",28/02/2022,27/02/2027,11
855,Kerala,Thiruvananthapuram,4 Star,Without Alcohol,Vivin Luxury Suites,"94 2860, Pattoor, Pettah",2/12/2019,1/12/2024,47
856,Kerala,Thodupuzha,4 Star,Without Alcohol,Hotel Ceasar Palace,"M G Square, Thodupuzha , Idukky",9/10/2019,8/10/2024,14
857,Kerala,Thrissur,4 Star,Without Alcohol,AMBAL REGENCY,"Building No:1-33B (Magic Screenz Entertainment) Amballor, Post -Alagappanagar Thrisur -District,Kerala Thrissur Thrissur",6/12/2021,5/12/2026,10
858,Kerala,Thrissur,4 Star,Without Alcohol,Dass Regency Pvt Ltd,Near Railway overbridge Kanimangalam P.O Thrissur Thrissur Thrissur,15/03/2022,14/03/2027,12
859,Kerala,Thrissur,4 Star,Without Alcohol,MOTHIMAHAL RESIDENCY,"M G ROAD, NEAR KOTTAPURAM BRIDGE, THRISSUR",28/02/2022,27/02/2027,22
860,Kerala,Thrissur,4 Star,Without Alcohol,PANATTU REGENCY,"KUZHIKKATTUSSERY P O, THRISSUR DIST",5/12/2019,4/12/2024,14
861,Kerala,Thrissur,4 Star,Without Alcohol,SREEPATHI INDRAPRASTHA,"SREEPATHI INDRAPRASTHA, MAMMIYOOR JUNCTION, GURUVAYOOR, THRISSUR",24/12/2018,23/12/2023,36
862,Kerala,Thrissur,4 Star,Without Alcohol,Vidya Residency,"Calicut Road Karikkad -Post Perumbilavu,Thrissur -District, Kerala",15/06/2021,14/06/2026,12
863,Kerala,Wayanad,4 Star,Without Alcohol,BROOKSIDE LAKKIDI,LAKKIDI P O,24/12/2022,23/12/2027,30
864,Kerala,Wayanad,4 Star,Without Alcohol,HOTEL INDRIYA WAYANAD,"Near New Bus stand Terminal, Main Road, Kalpetta,Wayanad Dist",24/07/2019,23/07/2024,25
865,Kerala,Wayanad,4 Star,Without Alcohol,Jo Meriya International Pvt Ltd,"Iv - 642,Meriya,Meriya Junction Pulpally, Wayanad ",30/11/2022,29/11/2027,12
866,Maharashtra,Mumbai,4 Star,Without Alcohol,IJB HOTELS PRIVATE LIMITED,"4277, I. B. PATEL ROAD, VILLAGE PAHADI, GOREGAON EAST",26/03/2019,25/03/2024,88
867,Maharashtra,Shirdi,4 Star,Without Alcohol,Shraddha Resorts Pvt Ltd,"Keys Hotel TempleTree, Plot No.1, S. No. 99, Ring Road, Behind Sai Ashram, Shirdi - 423109 ",18/02/2020,17/02/2025,87
868,Odisha,Bhubaneswar*,4 Star,Without Alcohol,PAL HEIGHTS,HOTEL PALHEIGHTS,29/11/2018,28/09/2023,74
869,Punjab,Amritsar,4 Star,Without Alcohol,RAMADA AMRITSAR,117-1 HALL BAZAR INSIDE HALL GATE,4/7/2018,3/7/2023,145
870,Punjab,Ludhiana,4 Star,Without Alcohol,HOTEL MAHARAJA REGENCY ,"Aarti Chowk, Ferozepur Road, Ludhiana, Punjab 141001",23/01/2020,22/01/2025,63
871,West Bengal,Asansol,4 Star,Without Alcohol,SWARN HOTELS LLP,"30, G.T ROAD, USHAGRAM, ASANSOL",23/04/2019,22/04/2024,60
872,West Bengal,Darjiling,4 Star,Without Alcohol,Ramada Darjeeling,"2-3 Auckland Villa, Gandhi Road , Darjeeling",10/4/2019,9/4/2024,62
873,West Bengal,Murshidabad,4 Star,Without Alcohol,SATEES HOTELS AND RESORTS ,"351 CHANDNI, LALBAG, MURSHIDABAD, 742149",24/12/2022,23/12/2027,21
874,West Bengal,Purulia,4 Star,Without Alcohol,KUSHAL PALLI (UNIT OF PEARL TREE HOTELS RESORTS PVT. LTD.),"J.L. No. 109, Plot No. 129, Kuchri Rekha, Ayodhya Hill, P.O. â€“ Kuchri Rekha, P.S.- Baghmundi, Dist. -Purulia",29/11/2018,28/11/2023,28
875,Andhra Pradesh,Guntur,5 Star,With Alcohol,ITC Limited,Welcomhotel Guntur 4-5-10 Vidyanagar Ring Road,17/11/2022,16/11/2027,104
876,Andhra Pradesh,Tirupati,5 Star,With Alcohol,FORTUNE SELECT GRAND RIDGE,"FORTUNE SELECT GRAND RIDGE(UNIT OF DHS HOTELS PVT LTD), 8-84, SHILPARAMAM, TIRUCHANOOR ROAD.",4/7/2018,3/7/2023,144
877,Andhra Pradesh,Tirupati,5 Star,With Alcohol,MARASA SAROVAR PREMIERE,"Door no:11,2B,2A,4A, MARASA SAROVAR PREMIERE, KARKAMBADI ROAD, UPADYAYA NAGAR, TIRUPATI.",7/12/2022,6/12/2027,121
878,Andhra Pradesh,Tirupati,5 Star,With Alcohol,Taj Tirupati,"S No 2601 B Tanapalli Road, Tirupati",16/03/2021,15/03/2026,106
879,Andhra Pradesh,Vijayawada,5 Star,With Alcohol,The Gateway Hotel,"M.G.Road, Labbipet",26/10/2022,25/10/2027,108
880,Andhra Pradesh,Visakhapatnam,5 Star,With Alcohol,"THE PARK, VISAKHAPATNAM","BEACH ROAD, VISAKHAPATNAM",21/10/2019,20/10/2024,66
881,Assam,Guwahati,5 Star,With Alcohol,Kiranshree Grand,"New Airport Road, Azara",11/9/2018,10/9/2023,122
882,Delhi,Delhi,5 Star,With Alcohol,"AMBASSADOR, NEW DELHI",Sujan Singh Park Cornwallis Road Delhi,1/4/2022,31/03/2027,88
883,Delhi,Delhi,5 Star,With Alcohol,Hotel Seven Seas (a unit of Seven Seas Hospitality Pvt. Ltd.),"Plot no 12 Manglam Place, sector-3 rohini Delhi",22/01/2020,21/01/2025,70
884,Delhi,Delhi,5 Star,With Alcohol,Maidens Hotel,"7, Sham Nath Marg, Delhi",11/4/2021,10/4/2026,55
885,Delhi,Delhi,5 Star,With Alcohol,Park Plaza (A Unit of Mahagun Hotels Pvt Ltd),"Plot No.32, CBD Shahdara",31/12/2019,30/12/2024,91
886,Delhi,Delhi,5 Star,With Alcohol,The Claridges Hotel,"12, Dr APJ Abdul Kalam Road",7/12/2022,6/12/2027,132
887,Delhi,New Delhi,5 Star,With Alcohol,Hotel Aloft,"HOTEL ALOFT, ASSET 5B, HOSPITALITY DISTRICT, DELHI AEROCITY, IGI AIRPORT, NEW DELHI",20/09/2018,19/09/2023,253
888,DNH & DD,Daman,5 Star,With Alcohol,The Deltin,"Survey No. 81 & 81A Village Varkund, Vapi Daman Main Road Daman Daman",23/07/2019,22/07/2024,176
889,Goa,Bardez,5 Star,With Alcohol,Neo Majestic,"Plot No. 104-1A Opposite-Azad Bhawan, Porvorim Bardez Bardez Bardez",14/12/2021,13/12/2026,188
890,Goa,Bardez,5 Star,With Alcohol,SINQ PRIVÃ‰,"Sinq Beach Club, H.No.113-113A, Opposite Vivanta by Taj Holiday Village, Candolim, Bardez, Goa. ",20/01/2021,19/01/2026,38
891,Goa,Candolim,5 Star,With Alcohol,Deltin Suites,"Nerul Candolim Road, Fadtewada, Nerul Candolim",31/12/2019,30/12/2024,86
892,Goa,Candolim,5 Star,With Alcohol,The O Goa,"S.No. 1141, Fort Auguada Road, Candolim, Bardez",16/09/2020,15/09/2025,75
893,Goa,Cavelossim,5 Star,With Alcohol,HOLIDAY INN RESORT GOA,MOBOR,30/11/2022,29/11/2027,203
894,Goa,Dona Paula,5 Star,With Alcohol,Chances Resort And Casino,"184-189, MACHADO'S COVE, VAINGUINIM VALLEY, DONA PAULA, GOA Dona Paula",11/8/2022,10/8/2027,53
895,Goa,Mapusa,5 Star,With Alcohol,Rio Royale,"H.NO.269-9, Ghorbhat Wada, Arpora Bardez",3/12/2018,2/12/2023,25
896,Goa,Mapusa,5 Star,With Alcohol,"The Westin Goa, Anjuna","Pacifica Hotels (AP) Pvt Ltd. H.No: 1706-11, Dmello Wada Near Anjuna Police Station Anjuna, Bardez, Goa.",22/09/2021,21/09/2026,171
897,Goa,Margao,5 Star,With Alcohol,Kenilworth Resort & Spa,"KHR Hospitality India Ltd. Utorda, Salcete, Goa - 403713",1/4/2022,31/03/2027,104
